Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount,Is Duplicate,Payment Status,Is Late,Invoice Month,Invoice Year,Payment Month,Payment Year,Is Outstanding,Amount Due
2018-03-29,2018-07-18,111,207,2018-20184221,62691.27,62691.27,False,Fully Paid,True,2018-03,2018,2018-07,2018,False,0.0
2018-02-28,2018-03-08,8,207,2018-20184170,34314.82,34314.82,True,Fully Paid,False,2018-02,2018,2018-03,2018,False,0.0
2017-12-31,2021-12-31,1461,207,2017-20174053,82184.6,82184.6,True,Fully Paid,True,2017-12,2017,2021-12,2021,False,0.0
2018-02-28,2018-03-08,8,207,2018-20184170,28309.36,28309.36,True,Fully Paid,False,2018-02,2018,2018-03,2018,False,0.0
2017-12-21,2021-12-31,1471,207,2017-20174053,41365.96,41365.96,True,Fully Paid,True,2017-12,2017,2021-12,2021,False,0.0
2018-11-29,2019-05-26,178,207,2018-20184519,13420.44,13420.44,False,Fully Paid,True,2018-11,2018,2019-05,2019,False,0.0
2018-04-12,2018-07-18,97,207,2018-20184235,25098.66,25098.66,False,Fully Paid,True,2018-04,2018,2018-07,2018,False,0.0
2018-09-30,2019-05-12,224,207,2018-20184441,13900.84,13900.84,False,Fully Paid,True,2018-09,2018,2019-05,2019,False,0.0
2018-10-25,2019-05-12,199,207,2018-20184467,11831.05,11831.05,False,Fully Paid,True,2018-10,2018,2019-05,2019,False,0.0
2018-07-10,2018-07-18,8,207,2018-20184347,9147.22,9147.22,False,Fully Paid,False,2018-07,2018,2018-07,2018,False,0.0
2018-11-29,2019-05-26,178,207,2018-20184501,11792.64,11792.64,False,Fully Paid,True,2018-11,2018,2019-05,2019,False,0.0
2018-05-31,2018-07-18,48,207,2018-20184300,13203.19,13203.19,True,Fully Paid,True,2018-05,2018,2018-07,2018,False,0.0
2017-01-19,2017-05-11,112,208,2017-20173477,144975.07,144975.07,True,Fully Paid,True,2017-01,2017,2017-05,2017,False,0.0
2016-12-29,2017-01-03,5,208,2016-20163435,123697.65,123697.65,False,Fully Paid,False,2016-12,2016,2017-01,2017,False,0.0
2016-08-31,2017-01-31,153,208,2016-20163259,57110.03,57110.03,True,Fully Paid,True,2016-08,2016,2017-01,2017,False,0.0
2016-09-30,2017-04-30,212,208,2016-20163296,107074.02,107074.02,False,Fully Paid,True,2016-09,2016,2017-04,2017,False,0.0
2016-09-30,2016-09-30,0,208,2016-20163292,109838.99,109838.99,True,Fully Paid,False,2016-09,2016,2016-09,2016,False,0.0
2016-07-31,2016-09-08,39,208,2016-20163200,69302.74,69302.74,False,Fully Paid,True,2016-07,2016,2016-09,2016,False,0.0
2016-09-30,2016-09-30,0,208,2016-20163292,83514.83,83514.83,True,Fully Paid,False,2016-09,2016,2016-09,2016,False,0.0
2016-06-19,2016-07-28,39,208,2016-20163119,53305.32,53305.32,False,Fully Paid,True,2016-06,2016,2016-07,2016,False,0.0
2017-01-19,2017-05-11,112,208,2017-20173477,21584.29,21584.29,True,Fully Paid,True,2017-01,2017,2017-05,2017,False,0.0
2017-03-23,2017-10-03,194,208,2017-20173582,21584.29,21584.29,False,Fully Paid,True,2017-03,2017,2017-10,2017,False,0.0
2017-07-31,2017-12-04,126,208,2017-20173843,21584.29,21584.29,False,Fully Paid,True,2017-07,2017,2017-12,2017,False,0.0
2017-11-29,2018-03-12,103,208,2017-20174024,21584.29,21584.29,True,Fully Paid,True,2017-11,2017,2018-03,2018,False,0.0
2018-01-31,2018-08-08,189,208,2018-20184125,21584.29,21584.29,False,Fully Paid,True,2018-01,2018,2018-08,2018,False,0.0
2018-04-08,2018-04-08,0,208,2018-11413,22236.69,22236.69,True,Fully Paid,False,2018-04,2018,2018-04,2018,False,0.0
2018-04-08,2018-04-08,0,208,2018-11413,22236.69,22236.69,True,Fully Paid,False,2018-04,2018,2018-04,2018,False,0.0
2016-08-31,2017-01-31,153,208,2016-20163259,14832.19,14832.19,True,Fully Paid,True,2016-08,2016,2017-01,2017,False,0.0
2016-10-31,2017-04-30,181,208,2016-20163341,14832.19,14832.19,False,Fully Paid,True,2016-10,2016,2017-04,2017,False,0.0
2017-02-28,2017-04-30,61,208,2017-20173552,14832.19,11124.14,False,Partially Paid,True,2017-02,2017,2017-04,2017,True,3708.050000000001
2017-09-30,2017-12-04,65,208,2017-20173928,14579.48,14579.48,False,Fully Paid,True,2017-09,2017,2017-12,2017,False,0.0
2017-10-31,2018-01-16,77,208,2017-20173967,14579.48,14579.48,False,Fully Paid,True,2017-10,2017,2018-01,2018,False,0.0
2017-11-29,2018-03-01,92,208,2017-20174024,14579.48,14579.48,True,Fully Paid,True,2017-11,2017,2018-03,2018,False,0.0
2017-12-31,2018-03-12,71,208,2017-20174085,14579.48,14579.48,False,Fully Paid,True,2017-12,2017,2018-03,2018,False,0.0
2018-02-28,2018-08-08,161,208,2018-20184151,14579.48,14579.48,False,Fully Paid,True,2018-02,2018,2018-08,2018,False,0.0
2018-03-27,2018-08-08,134,208,2018-20184200,14579.48,14579.48,False,Fully Paid,True,2018-03,2018,2018-08,2018,False,0.0
2018-05-31,2018-08-08,69,208,2018-20184295,14579.48,14579.48,False,Fully Paid,True,2018-05,2018,2018-08,2018,False,0.0
2022-10-31,2023-03-16,136,209,2022-6140,51282.74,51282.74,False,Fully Paid,True,2022-10,2022,2023-03,2023,False,0.0
2023-01-31,2023-03-16,44,209,2023-6272,24951.01,24951.01,False,Fully Paid,True,2023-01,2023,2023-03,2023,False,0.0
2017-08-30,2017-09-28,29,210,2017-20173887,391384.85,391384.85,False,Fully Paid,False,2017-08,2017,2017-09,2017,False,0.0
2017-03-30,2017-03-30,0,210,2017-20173613,257245.69,257245.69,False,Fully Paid,False,2017-03,2017,2017-03,2017,False,0.0
2017-03-30,2017-05-07,38,210,2017-201736131,199243.2,199243.2,False,Fully Paid,True,2017-03,2017,2017-05,2017,False,0.0
2017-05-16,2017-05-16,0,210,2017-20173683,127216.22,76329.73,True,Partially Paid,False,2017-05,2017,2017-05,2017,True,50886.490000000005
2017-05-16,2017-06-18,33,210,2017-20173683,127216.22,50886.49,True,Partially Paid,True,2017-05,2017,2017-06,2017,True,76329.73000000001
2017-07-31,2017-09-05,36,210,2017-20173822,129434.47,129434.47,True,Fully Paid,True,2017-07,2017,2017-09,2017,False,0.0
2017-09-28,2017-11-14,47,210,2017-20173942,168656.65,168656.65,False,Fully Paid,True,2017-09,2017,2017-11,2017,False,0.0
2017-07-31,2017-09-05,36,210,2017-20173822,180645.67,180645.67,True,Fully Paid,True,2017-07,2017,2017-09,2017,False,0.0
2017-04-30,2017-05-31,31,210,2017-20173663,123568.68,123568.68,True,Fully Paid,True,2017-04,2017,2017-05,2017,False,0.0
2017-12-31,2018-02-18,49,210,2017-20174073,135401.83,135401.83,True,Fully Paid,True,2017-12,2017,2018-02,2018,False,0.0
2017-01-31,2017-02-16,16,210,2017-20173499,118573.03,118573.03,True,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
2018-03-27,2018-05-30,64,210,2018-20184201,82417.91,14835.22,True,Partially Paid,True,2018-03,2018,2018-05,2018,True,67582.69
2018-03-27,2018-06-20,85,210,2018-20184201,82417.91,14835.22,True,Partially Paid,True,2018-03,2018,2018-06,2018,True,67582.69
2018-03-27,2018-06-20,85,210,2018-20184201,82417.91,8241.79,True,Partially Paid,True,2018-03,2018,2018-06,2018,True,74176.12
2018-03-27,2018-06-20,85,210,2018-20184201,82417.91,44505.67,True,Partially Paid,True,2018-03,2018,2018-06,2018,True,37912.240000000005
2018-06-20,2018-08-01,42,210,2018-20184315,82417.91,82417.91,True,Fully Paid,True,2018-06,2018,2018-08,2018,False,0.0
2017-01-31,2017-02-16,16,210,2017-20173499,71285.11,71285.11,True,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
2022-08-23,2022-09-30,38,210,2022-6006,65834.2,65834.2,True,Fully Paid,True,2022-08,2022,2022-09,2022,False,0.0
2017-01-31,2017-02-16,16,210,2017-20173499,56922.38,56922.38,True,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
2017-06-29,2017-07-19,20,210,2017-20173751,124608.31,124608.31,False,Fully Paid,False,2017-06,2017,2017-07,2017,False,0.0
2017-10-31,2018-01-18,79,210,2017-20173995,107572.63,107572.63,False,Fully Paid,True,2017-10,2017,2018-01,2018,False,0.0
2018-05-31,2018-08-01,62,210,2018-20184296,61553.79,61553.79,True,Fully Paid,True,2018-05,2018,2018-08,2018,False,0.0
2018-05-31,2018-08-01,62,210,2018-20184296,61553.79,61553.79,True,Fully Paid,True,2018-05,2018,2018-08,2018,False,0.0
2018-06-28,2018-08-30,63,210,2018-20184326,61553.79,61553.79,False,Fully Paid,True,2018-06,2018,2018-08,2018,False,0.0
2018-07-30,2018-09-04,36,210,2018-20184376,61553.79,61553.79,False,Fully Paid,True,2018-07,2018,2018-09,2018,False,0.0
2018-08-30,2018-10-01,32,210,2018-20184413,61553.79,61553.79,False,Fully Paid,True,2018-08,2018,2018-10,2018,False,0.0
2018-09-30,2018-10-28,28,210,2018-20184439,61553.79,61553.79,False,Fully Paid,False,2018-09,2018,2018-10,2018,False,0.0
2018-10-31,2018-12-11,41,210,2018-20184482,61553.79,61553.79,False,Fully Paid,True,2018-10,2018,2018-12,2018,False,0.0
2018-11-29,2019-03-06,97,210,2018-20184527,61553.79,61553.79,True,Fully Paid,True,2018-11,2018,2019-03,2019,False,0.0
2018-12-30,2019-03-06,66,210,2018-20184561,61553.79,61553.79,True,Fully Paid,True,2018-12,2018,2019-03,2019,False,0.0
2017-05-16,2017-05-16,0,210,2017-20173683,52760.3,52760.3,True,Fully Paid,False,2017-05,2017,2017-05,2017,False,0.0
2022-06-23,2022-08-04,42,210,2022-5932,72717.95,72717.95,True,Fully Paid,True,2022-06,2022,2022-08,2022,False,0.0
2022-07-31,2022-08-24,24,210,2022-5990,72717.95,57880.28,True,Partially Paid,False,2022-07,2022,2022-08,2022,True,14837.669999999998
2022-07-31,2022-08-24,24,210,2022-5990,72717.95,14837.67,True,Partially Paid,False,2022-07,2022,2022-08,2022,True,57880.28
2022-08-31,2022-09-30,30,210,2022-6023,72717.95,72717.95,True,Fully Paid,False,2022-08,2022,2022-09,2022,False,0.0
2017-07-12,2017-08-13,32,210,2017-20173790,37517.48,37517.48,False,Fully Paid,True,2017-07,2017,2017-08,2017,False,0.0
2017-05-18,2017-05-18,0,210,2017-20173689,46409.94,16707.58,True,Partially Paid,False,2017-05,2017,2017-05,2017,True,29702.36
2017-05-18,2017-06-13,26,210,2017-20173689,46409.94,29702.36,True,Partially Paid,False,2017-05,2017,2017-06,2017,True,16707.58
2017-12-31,2018-02-18,49,210,2017-20174073,52661.57,52661.57,True,Fully Paid,True,2017-12,2017,2018-02,2018,False,0.0
2017-04-30,2017-05-31,31,210,2017-20173663,50378.05,50378.05,True,Fully Paid,True,2017-04,2017,2017-05,2017,False,0.0
2022-08-23,2022-09-30,38,210,2022-6006,56904.38,56904.38,True,Fully Paid,True,2022-08,2022,2022-09,2022,False,0.0
2017-07-31,2017-08-28,28,210,2017-20173823,58361.03,58361.03,False,Fully Paid,False,2017-07,2017,2017-08,2017,False,0.0
2022-08-31,2022-09-30,30,210,2022-6022,49879.12,49879.12,False,Fully Paid,False,2022-08,2022,2022-09,2022,False,0.0
2022-06-23,2022-08-04,42,210,2022-5932,63065.0,63065.0,True,Fully Paid,True,2022-06,2022,2022-08,2022,False,0.0
2022-07-31,2022-08-24,24,210,2022-5990,63065.0,63065.0,True,Fully Paid,False,2022-07,2022,2022-08,2022,False,0.0
2022-09-29,2022-09-30,1,210,2022-6067,63065.0,63065.0,False,Fully Paid,False,2022-09,2022,2022-09,2022,False,0.0
2018-03-27,2018-06-20,85,210,2018-20184201,44950.27,44950.27,True,Fully Paid,True,2018-03,2018,2018-06,2018,False,0.0
2018-06-20,2018-08-01,42,210,2018-20184315,44950.27,44950.27,True,Fully Paid,True,2018-06,2018,2018-08,2018,False,0.0
2019-01-31,2019-05-22,111,210,2019-4600,44950.27,44950.27,False,Fully Paid,True,2019-01,2019,2019-05,2019,False,0.0
2019-01-31,2019-05-22,111,210,2019-4602,44950.27,44950.27,False,Fully Paid,True,2019-01,2019,2019-05,2019,False,0.0
2018-01-31,2018-03-12,40,210,2018-20184126,41486.85,41486.85,True,Fully Paid,True,2018-01,2018,2018-03,2018,False,0.0
2018-02-28,2018-04-24,55,210,2018-20184152,41486.85,41486.85,True,Fully Paid,True,2018-02,2018,2018-04,2018,False,0.0
2018-03-27,2018-06-20,85,210,2018-20184201,41486.85,41486.85,True,Fully Paid,True,2018-03,2018,2018-06,2018,False,0.0
2022-08-23,2022-09-30,38,210,2022-6008,19252.86,19252.86,True,Fully Paid,True,2022-08,2022,2022-09,2022,False,0.0
2022-12-31,2022-12-31,0,210,2022-6230,19252.86,11891.48,True,Partially Paid,False,2022-12,2022,2022-12,2022,True,7361.380000000001
2022-12-31,2023-02-27,58,210,2022-6230,19252.86,7361.39,True,Partially Paid,True,2022-12,2022,2023-02,2023,True,11891.470000000001
2017-07-31,2017-09-05,36,210,2017-20173822,28187.96,28187.96,True,Fully Paid,True,2017-07,2017,2017-09,2017,False,0.0
2017-07-31,2017-09-05,36,210,2017-20173822,34945.23,34945.23,True,Fully Paid,True,2017-07,2017,2017-09,2017,False,0.0
2018-10-21,2018-12-18,58,210,2018-20184462,35526.06,35526.06,False,Fully Paid,True,2018-10,2018,2018-12,2018,False,0.0
2022-06-23,2022-08-04,42,210,2022-5932,31273.32,31273.32,True,Fully Paid,True,2022-06,2022,2022-08,2022,False,0.0
2022-08-23,2022-09-30,38,210,2022-6007,31273.32,31273.32,False,Fully Paid,True,2022-08,2022,2022-09,2022,False,0.0
2022-08-31,2022-09-30,30,210,2022-6023,31273.32,31273.32,True,Fully Paid,False,2022-08,2022,2022-09,2022,False,0.0
2023-02-27,2023-03-02,3,210,2023-2023006,14451.04,14451.04,False,Fully Paid,False,2023-02,2023,2023-03,2023,False,0.0
2023-03-02,2023-03-02,0,210,2023-15371,14451.04,14451.04,False,Fully Paid,False,2023-03,2023,2023-03,2023,False,0.0
2018-09-06,2018-11-12,67,210,2018-20184418,25999.33,25999.33,True,Fully Paid,True,2018-09,2018,2018-11,2018,False,0.0
2022-08-23,2022-09-30,38,210,2022-6008,29389.39,29389.39,True,Fully Paid,True,2022-08,2022,2022-09,2022,False,0.0
2022-12-31,2023-02-27,58,210,2022-6230,29389.39,12193.86,True,Partially Paid,True,2022-12,2022,2023-02,2023,True,17195.53
2022-12-31,2023-02-27,58,210,2022-6230,29389.39,17195.53,True,Partially Paid,True,2022-12,2022,2023-02,2023,True,12193.86
2018-01-31,2018-03-12,40,210,2018-20184126,15015.46,15015.46,True,Fully Paid,True,2018-01,2018,2018-03,2018,False,0.0
2018-02-28,2018-04-24,55,210,2018-20184152,15015.46,15015.46,True,Fully Paid,True,2018-02,2018,2018-04,2018,False,0.0
2018-11-29,2019-03-06,97,210,2018-20184527,15015.46,15015.46,True,Fully Paid,True,2018-11,2018,2019-03,2019,False,0.0
2018-12-30,2019-03-06,66,210,2018-20184561,15015.46,15015.46,True,Fully Paid,True,2018-12,2018,2019-03,2019,False,0.0
2017-07-31,2017-09-05,36,210,2017-20173822,24532.04,24532.04,True,Fully Paid,True,2017-07,2017,2017-09,2017,False,0.0
2018-06-20,2018-08-01,42,210,2018-20184315,28174.11,28174.11,True,Fully Paid,True,2018-06,2018,2018-08,2018,False,0.0
2018-09-06,2018-11-12,67,210,2018-20184418,13735.25,13735.25,True,Fully Paid,True,2018-09,2018,2018-11,2018,False,0.0
2023-02-28,2023-02-28,0,210,2023-6290,13735.25,706.96,True,Partially Paid,False,2023-02,2023,2023-02,2023,True,13028.29
2023-02-28,2023-02-28,0,210,2023-6290,13735.25,13028.29,True,Partially Paid,False,2023-02,2023,2023-02,2023,True,706.9599999999991
2017-07-31,2017-09-05,36,210,2017-20173822,20600.54,20600.54,True,Fully Paid,True,2017-07,2017,2017-09,2017,False,0.0
2018-09-06,2018-11-12,67,210,2018-20184418,14551.49,14551.49,True,Fully Paid,True,2018-09,2018,2018-11,2018,False,0.0
2018-05-31,2018-08-01,62,210,2018-20184296,17435.27,17435.27,True,Fully Paid,True,2018-05,2018,2018-08,2018,False,0.0
2018-05-31,2018-08-01,62,210,2018-20184296,17435.27,17435.27,True,Fully Paid,True,2018-05,2018,2018-08,2018,False,0.0
2022-12-31,2023-02-27,58,210,2022-6230,16030.49,16030.49,True,Fully Paid,True,2022-12,2022,2023-02,2023,False,0.0
2023-02-28,2023-03-02,2,210,2023-6290,13442.95,4993.1,True,Partially Paid,False,2023-02,2023,2023-03,2023,True,8449.85
2023-02-28,2023-03-02,2,210,2023-6290,13442.95,8449.85,True,Partially Paid,False,2023-02,2023,2023-03,2023,True,4993.1
2018-03-27,2018-06-20,85,210,2018-20184201,5497.8,5497.8,True,Fully Paid,True,2018-03,2018,2018-06,2018,False,0.0
2018-06-20,2018-08-01,42,210,2018-20184315,5497.8,5497.8,True,Fully Paid,True,2018-06,2018,2018-08,2018,False,0.0
2016-12-29,2017-04-13,105,211,2016-20163441,268861.72,268861.72,True,Fully Paid,True,2016-12,2016,2017-04,2017,False,0.0
2017-01-31,2017-04-13,72,211,2017-20173500,214430.56,214430.56,True,Fully Paid,True,2017-01,2017,2017-04,2017,False,0.0
2017-03-30,2017-10-29,213,211,2017-20173614,86814.98,86814.98,False,Fully Paid,True,2017-03,2017,2017-10,2017,False,0.0
2017-01-31,2017-04-13,72,211,2017-201735001,103665.41,103665.41,True,Fully Paid,True,2017-01,2017,2017-04,2017,False,0.0
2017-05-31,2017-05-31,0,211,2017-20173716,76906.2,55935.79,True,Partially Paid,False,2017-05,2017,2017-05,2017,True,20970.409999999996
2017-05-31,2018-02-18,263,211,2017-20173716,76906.2,20970.41,True,Partially Paid,True,2017-05,2017,2018-02,2018,True,55935.78999999999
2016-12-29,2017-04-13,105,211,2016-20163441,68538.88,68538.88,True,Fully Paid,True,2016-12,2016,2017-04,2017,False,0.0
2017-01-31,2017-04-13,72,211,2017-20173500,49583.42,49583.42,True,Fully Paid,True,2017-01,2017,2017-04,2017,False,0.0
2017-02-28,2017-04-13,44,211,2017-20173561,41670.12,41670.12,False,Fully Paid,True,2017-02,2017,2017-04,2017,False,0.0
2017-06-06,2017-07-23,47,211,2017-20173724,29925.97,29925.97,True,Fully Paid,True,2017-06,2017,2017-07,2017,False,0.0
2018-04-16,2018-04-24,8,211,2018-20184237,18529.9,18529.9,False,Fully Paid,False,2018-04,2018,2018-04,2018,False,0.0
2017-06-06,2017-07-23,47,211,2017-20173724,15015.46,15015.46,True,Fully Paid,True,2017-06,2017,2017-07,2017,False,0.0
2017-10-04,2018-02-18,137,211,2017-20173946,14832.19,14832.19,False,Fully Paid,True,2017-10,2017,2018-02,2018,False,0.0
2017-01-31,2017-04-13,72,211,2017-201735001,17385.9,17385.9,True,Fully Paid,True,2017-01,2017,2017-04,2017,False,0.0
2018-03-27,2018-04-16,20,211,2018-20184199,16303.33,16303.33,True,Fully Paid,False,2018-03,2018,2018-04,2018,False,0.0
2018-03-27,2018-04-16,20,211,2018-20184199,16303.33,16303.33,True,Fully Paid,False,2018-03,2018,2018-04,2018,False,0.0
2018-02-28,2018-04-16,47,211,2018-20184150,5385.59,5385.59,True,Fully Paid,True,2018-02,2018,2018-04,2018,False,0.0
2018-03-27,2018-04-16,20,211,2018-20184199,5385.59,5385.59,True,Fully Paid,False,2018-03,2018,2018-04,2018,False,0.0
2018-02-28,2018-04-16,47,211,2018-20184150,5385.59,5385.59,True,Fully Paid,True,2018-02,2018,2018-04,2018,False,0.0
2018-03-27,2018-04-16,20,211,2018-20184199,5385.59,5385.59,True,Fully Paid,False,2018-03,2018,2018-04,2018,False,0.0
2019-08-29,2020-01-20,144,212,2019-4864,23701.27,23701.27,False,Fully Paid,True,2019-08,2019,2020-01,2020,False,0.0
2018-12-30,2019-01-23,24,212,2018-20184567,25224.59,25224.59,False,Fully Paid,False,2018-12,2018,2019-01,2019,False,0.0
2018-09-30,2018-10-09,9,212,2018-20184431,11241.55,11241.55,False,Fully Paid,False,2018-09,2018,2018-10,2018,False,0.0
2022-03-31,2022-04-28,28,213,2022-5846,390457.84,390457.84,True,Fully Paid,False,2022-03,2022,2022-04,2022,False,0.0
2022-03-31,2022-04-28,28,213,2022-5846,425616.04,109718.42,True,Partially Paid,False,2022-03,2022,2022-04,2022,True,315897.62
2022-03-31,2022-04-28,28,213,2022-5846,425616.04,315897.62,True,Partially Paid,False,2022-03,2022,2022-04,2022,True,109718.41999999998
2022-01-31,2022-02-28,28,213,2022-5774,267638.47,258187.49,True,Partially Paid,False,2022-01,2022,2022-02,2022,True,9450.979999999981
2022-01-31,2022-02-28,28,213,2022-5774,267638.47,9450.98,True,Partially Paid,False,2022-01,2022,2022-02,2022,True,258187.48999999996
2022-04-28,2022-05-24,26,213,2022-20225846,314403.66,314403.66,True,Fully Paid,False,2022-04,2022,2022-05,2022,False,0.0
2022-01-31,2022-02-28,28,213,2022-5774,187209.07,187209.07,True,Fully Paid,False,2022-01,2022,2022-02,2022,False,0.0
2022-04-28,2022-05-24,26,213,2022-20225846,393396.96,393396.96,True,Fully Paid,False,2022-04,2022,2022-05,2022,False,0.0
2023-04-28,2023-07-06,69,213,2023-6390,280480.11,280480.11,False,Fully Paid,True,2023-04,2023,2023-07,2023,False,0.0
2023-05-31,2023-07-06,36,213,2023-6427,280480.11,280480.11,False,Fully Paid,True,2023-05,2023,2023-07,2023,False,0.0
2023-09-30,2023-11-17,48,213,2023-6562,228232.68,228232.68,False,Fully Paid,True,2023-09,2023,2023-11,2023,False,0.0
2022-02-28,2022-03-31,31,213,2022-5813,135329.15,135329.15,True,Fully Paid,True,2022-02,2022,2022-03,2022,False,0.0
2022-02-28,2022-03-31,31,213,2022-5813,155568.14,155568.14,True,Fully Paid,True,2022-02,2022,2022-03,2022,False,0.0
2022-07-25,2022-08-31,37,213,2022-5971,155925.47,6420.46,True,Partially Paid,True,2022-07,2022,2022-08,2022,True,149505.01
2022-07-25,2022-09-20,57,213,2022-5971,155925.47,149505.01,True,Partially Paid,True,2022-07,2022,2022-09,2022,True,6420.459999999992
2023-07-19,2023-09-26,69,213,2023-6453,195635.36,195635.36,True,Fully Paid,True,2023-07,2023,2023-09,2023,False,0.0
2023-07-19,2023-09-26,69,213,2023-6453,195635.36,195635.36,True,Fully Paid,True,2023-07,2023,2023-09,2023,False,0.0
2022-07-25,2022-09-20,57,213,2022-5971,122982.06,122982.06,True,Fully Paid,True,2022-07,2022,2022-09,2022,False,0.0
2023-08-31,2023-10-20,50,213,2023-6520,140448.27,140448.27,False,Fully Paid,True,2023-08,2023,2023-10,2023,False,0.0
2022-07-25,2022-09-20,57,213,2022-5971,119245.68,119245.68,True,Fully Paid,True,2022-07,2022,2022-09,2022,False,0.0
2022-05-31,2022-07-05,35,213,2022-5906,126209.9,126209.9,True,Fully Paid,True,2022-05,2022,2022-07,2022,False,0.0
2022-03-31,2022-04-28,28,213,2022-5846,121092.55,121092.55,True,Fully Paid,False,2022-03,2022,2022-04,2022,False,0.0
2022-03-31,2022-04-28,28,213,2022-5846,92159.15,92159.15,True,Fully Paid,False,2022-03,2022,2022-04,2022,False,0.0
2022-04-28,2022-05-24,26,213,2022-20225846,92159.15,92159.15,True,Fully Paid,False,2022-04,2022,2022-05,2022,False,0.0
2022-05-31,2022-07-05,35,213,2022-5906,113225.34,113225.34,True,Fully Paid,True,2022-05,2022,2022-07,2022,False,0.0
2022-03-31,2022-04-28,28,213,2022-5846,94045.49,94045.49,True,Fully Paid,False,2022-03,2022,2022-04,2022,False,0.0
2022-04-28,2022-05-24,26,213,2022-20225846,94045.49,94045.49,True,Fully Paid,False,2022-04,2022,2022-05,2022,False,0.0
2022-04-28,2022-05-24,26,213,2022-20225846,46352.24,46352.24,True,Fully Paid,False,2022-04,2022,2022-05,2022,False,0.0
2022-07-25,2022-09-20,57,213,2022-5971,72418.17,72418.17,True,Fully Paid,True,2022-07,2022,2022-09,2022,False,0.0
2022-08-31,2022-11-10,71,213,2022-6052,55598.34,55598.33,True,Fully Paid,True,2022-08,2022,2022-11,2022,False,0.00999999999476131
2022-08-31,2022-11-10,71,213,2022-6052,55598.34,0.01,True,Partially Paid,True,2022-08,2022,2022-11,2022,True,55598.329999999994
2022-08-31,2022-11-10,71,213,2022-6052,58445.38,58445.38,True,Fully Paid,True,2022-08,2022,2022-11,2022,False,0.0
2022-08-31,2022-11-10,71,213,2022-6052,52246.51,52246.51,True,Fully Paid,True,2022-08,2022,2022-11,2022,False,0.0
2022-05-31,2022-07-05,35,213,2022-5906,14491.49,14491.49,True,Fully Paid,True,2022-05,2022,2022-07,2022,False,0.0
2022-08-31,2022-11-10,71,213,2022-6052,28965.4,28965.4,True,Fully Paid,True,2022-08,2022,2022-11,2022,False,0.0
2015-05-21,2015-07-30,70,214,2015-20152388,911623.95,547719.26,True,Partially Paid,True,2015-05,2015,2015-07,2015,True,363904.68999999994
2015-05-21,2015-08-23,94,214,2015-20152388,911623.95,363904.68,True,Partially Paid,True,2015-05,2015,2015-08,2015,True,547719.27
2018-05-31,2018-12-04,187,214,2018-20184308,830280.92,830280.92,False,Fully Paid,True,2018-05,2018,2018-12,2018,False,0.0
2017-01-08,2017-03-20,71,214,2017-20173469,836994.59,1559.34,True,Partially Paid,True,2017-01,2017,2017-03,2017,True,835435.25
2017-01-08,2017-03-20,71,214,2017-20173469,836994.59,150976.92,True,Partially Paid,True,2017-01,2017,2017-03,2017,True,686017.6699999999
2017-01-08,2017-07-09,182,214,2017-20173469,836994.59,684458.33,True,Partially Paid,True,2017-01,2017,2017-07,2017,True,152536.26
2015-09-30,2015-10-31,31,214,2015-20152659,459288.2,459288.2,False,Fully Paid,True,2015-09,2015,2015-10,2015,False,0.0
2015-11-30,2015-12-31,31,214,2015-20152778,535945.5,12982.6,True,Partially Paid,True,2015-11,2015,2015-12,2015,True,522962.9
2015-11-30,2015-12-31,31,214,2015-20152778,535945.5,339.78,True,Partially Paid,True,2015-11,2015,2015-12,2015,True,535605.72
2015-11-30,2015-12-31,31,214,2015-20152778,535945.5,13231.78,True,Partially Paid,True,2015-11,2015,2015-12,2015,True,522713.72
2015-11-30,2016-03-24,115,214,2015-20152778,535945.5,509391.34,True,Partially Paid,True,2015-11,2015,2016-03,2016,True,26554.159999999974
2019-02-28,2020-06-18,476,214,2019-4641,464995.51,13417.18,True,Partially Paid,True,2019-02,2019,2020-06,2020,True,451578.33
2019-02-28,2020-06-18,476,214,2019-4641,464995.51,451578.33,True,Partially Paid,True,2019-02,2019,2020-06,2020,True,13417.179999999993
2016-09-04,2017-12-31,483,214,2016-20163261,260166.52,7728.72,True,Partially Paid,True,2016-09,2016,2017-12,2017,True,252437.8
2016-09-04,2017-12-31,483,214,2016-20163261,260166.52,33.61,True,Partially Paid,True,2016-09,2016,2017-12,2017,True,260132.91
2016-09-04,2016-11-17,74,214,2016-20163261,260166.52,252404.2,True,Partially Paid,True,2016-09,2016,2016-11,2016,True,7762.319999999978
2015-02-17,2015-06-21,124,214,2015-20152297,260609.21,260609.21,False,Fully Paid,True,2015-02,2015,2015-06,2015,False,0.0
2016-05-31,2016-07-12,42,214,2016-20163083,204115.05,204115.05,True,Fully Paid,True,2016-05,2016,2016-07,2016,False,0.0
2017-08-31,2018-02-27,180,214,2017-20173902,402480.65,402480.65,True,Fully Paid,True,2017-08,2017,2018-02,2018,False,0.0
2015-03-31,2015-08-13,135,214,2015-20152339,319713.38,319713.38,False,Fully Paid,True,2015-03,2015,2015-08,2015,False,0.0
